search_id,coordinates_search,Unmet Demand
032EC648-BE4F-4818-BC93-BFEACFEFA1B9,"55.68901957772178,12.495561745085579",1
03320e3a-000e-4c44-a9cd-3c52a2344872,"55.6477354,12.5482891",1
033b766d-0274-41ee-adce-cf4c3120136b,"55.6522935,12.5402054",1
03440B00-2416-4208-89F3-C562C3FFD109,"55.649544931131153,12.61053605935888",1
03492A61-6A5D-44A8-90FB-F2F756FAA4E3,"55.686728546254443,12.5907047719041",1
034A4C03-0F2C-4502-86C3-C3AE62A43184,"55.65102701233544,12.638051250550429",1
03512824-56A4-456E-9ED4-44F3414FD8F5,"55.701250960067306,12.50713095618446",1
03574762-98C4-46B3-BC2F-EEA2DE37C733,"55.675308217273574,12.514845330154",1
035D0923-F406-481E-A3DD-47349ACDCAA8,"55.669350570982473,12.57076764583624",1
03694DD9-E6CE-4E55-8E0B-F03F4465EF21,"55.647233896034322,12.59075273230253",1
03709ECF-6940-4542-97C5-6D113A35FA94,"55.692391503026855,12.505602020525405",1
0371CD86-4EA4-47B9-9E8C-665C4A9391CD,"55.708892569663547,12.5382783564804",1
0373EF94-4755-435A-826B-A59E532D9BE5,"55.6447644965731,12.59722935602095",1
0382bba2-c64b-4cf6-993b-36b8384b2922,"55.6865736,12.5928305",1
0384BEE4-9E44-4F6F-861D-1E6F513AA9B0,"55.67121315731179,12.497736268767261",1
03887D78-034E-4097-81C3-2EB2E111D0A5,"55.6543383136494,12.54113394816839",1
038AE3F1-98CE-4887-BF0E-9F5A04C403EB,"55.647858820940392,12.547965701130069",1
038c55e3-b0b2-40b0-82d3-08ee7fc4383b,"55.6376536,12.581411",1
0398A1B1-C39C-4CAA-98E6-3AECE362A2AC,"55.68791973532953,12.588406930375106",1
0398BA37-5B3D-4805-B294-35F44B66F15C,"55.6770200628947,12.60789289024452",1
039C4298-4A4D-4309-815F-040E0C122C3C,"55.690675585905055,12.607791814738167",1
039ccee8-15c2-4c54-a6be-7a65e19f30ec,"55.6895391,12.6160829",1
03A2979F-C55F-4802-BE44-B5DCC149CF8E,"55.679784249418283,12.591437270508759",1
03A7FECC-065C-4575-9858-DB0E16E9E2CF,"55.652609326522111,12.62160173245943",1
03A935D3-B739-419E-BB96-868D2B320102,"55.690249650044741,12.594843303092709",1
03B0B549-EA6B-44F8-A465-B980C1F193ED,"55.6526565057511,12.539637596004679",1
03BAF731-5A16-4FA9-AFBF-032ACBDE2626,"55.72207384779346,12.540651068361081",1
03C0048C-0C04-47E3-8E94-CE97D4DF9B10,"55.647672781816738,12.538107152256641",1
03C082A4-AE3F-43B9-AD63-ED0BA3E562F3,"55.692263585314379,12.554531085384182",1
03C490BD-D5FA-4BD1-A805-36CF249BF049,"55.671042720138693,12.54653751672152",1
03CCCD57-E4BB-4C10-B8EA-B958EFDD91EA,"55.688659226804567,12.535764024040059",1
03CF4693-BC82-47D9-879A-C9FD51D8A1B8,"55.670435404689542,12.51905712266608",1
03E741E1-0DB8-4B32-9883-3CCD5164B356,"55.70594512705555,12.6066966750954",1
03E96498-DAC5-4D14-95D6-25F4FF679E98,"55.689448448881215,12.61588099413795",1
03E97A0A-19A0-4B68-8555-641B12ABABB9,"55.69204145592709,12.566958857564011",1
03EE2E0B-17C5-4E86-8841-DC8C6CBD0988,"55.669476644086529,12.571781065381694",1
03EEC665-7D37-4702-8ED1-AD70C9EA57EF,"55.718831881001663,12.559452010330331",1
03F2EFAE-9F33-4D3C-B631-67F76E9DE3C9,"55.728008408476882,12.57940423655146",1
03F5FF02-946B-465D-8397-B9C66307F0FE,"55.652026295783813,12.54938532944675",1
03FB6BE1-F704-4075-B06D-364A3A8C57E6,"55.695466666462544,12.50868891433",1
03a47d3a-7447-4a7f-9a24-04465162eccf,"55.6796286,12.5273722",1
03b00521-e3e0-45de-8001-9f6ca4de5ff0,"55.671159,12.5467586",1
03c39c0b-0dfa-4312-bd2b-7205b43611e8,"55.6866088,12.5922188",1
04052BA3-31C3-479B-B128-C9FBA36C7D42,"55.649905683325969,12.60982810730146",1
040686D3-3F99-4B6A-9180-F33F7E0DC079,"55.675969745090072,12.50496996453389",1
040C47A0-67F0-4A8A-89D8-E19D8C1D0E58,"55.673313194203907,12.505711218572349",1
040D9EA1-90EC-4621-9333-B49A59E09177,"55.674103793857569,12.525896883925205",1
04157E6A-0A42-42A5-A8DE-919BAACA58C6,"55.669553614230253,12.570579051365289",1
0415b943-01ae-4e10-b65a-7a4fc1b7a9be,"55.6542845,12.6329726",1
0430969C-B091-4399-BD6C-F2499F229DAD,"55.690914346861227,12.607454681564629",1
043C198B-237B-45C6-A481-D9186B6503F8,"55.665744384802892,12.566091818746706",1
043CFD75-A8A7-47BD-A814-26591FF23CC3,"55.649568086208582,12.617831285450043",1
04440a90-4125-4952-917a-7e52e8e23138,"55.6341196,12.5922395",1
04467DE2-D7B4-4D22-8BFD-9D59908D3065,"55.669640680058635,12.571579950884729",1
044A5FEE-CF14-48C2-B755-7242D7FABD7D,"55.706975189900731,12.52299471159226",1
044C576F-BF9B-48A9-8755-0513B04A9A09,"55.665662379038423,12.566007630009191",1
044c012b-3fbe-4800-8634-a318f1191008,"55.6284345,12.6454799",1
0457C318-3B3E-4142-981D-600EAE77843E,"55.683607265867167,12.558546483689497",1
045A02AD-D0BB-4CFB-A01A-CDB8E06AFECF,"55.67429738862046,12.488351570200429",1
046A9911-B34F-47EC-8613-4BE8B28446DE,"55.692818482933646,12.618895949782768",1
047527FC-02C8-438E-A3AA-9A0F03A096FD,"55.669480544028168,12.570756341374031",1
0475a6a9-bf7b-45ac-91b5-824e1ad71933,"55.6949682,12.5114629",1
0476c2c5-2b04-4477-831b-b6653586b2aa,"55.6924861,12.5939077",1
0478CB14-C55A-4A0F-AF73-1C5D6A66EA95,"55.691338837095046,12.571312067576693",1
047AB393-CCF2-4354-B1BC-6EF29EB87161,"55.685101205617578,12.609343855563058",1
047ac467-e5e1-46ad-a028-e4c767d3d240,"55.7048902,12.5569843",1
0483B818-7303-4349-9767-44CF2129F28C,"55.669393010678867,12.571879006219794",1
0486eee8-a09b-4ed0-a552-3da0e3c171a3,"55.6719007,12.4839311",1
048A7230-1BA3-4968-B258-DBEE63BCD90C,"55.634813834219116,12.583525236782403",1
0490220e-78c1-4c57-bace-ac0b38bb65b1,"55.6771938,12.5405467",1
049600EB-9A96-426B-B45B-64FFD2D9439B,"55.658001140772143,12.55026470796302",1
0497965a-220e-4d00-9a51-aebead3f5272,"55.6469595,12.5554523",1
049C2D93-C9FB-409E-8838-B0E85438C5BE,"55.661678306188954,12.5502258910188",1
049b3b94-9a58-4937-a74d-1cde1c752c2f,"55.6903384,12.5125379",1
049e2a08-9e7d-4ea1-903e-ceabe7926318,"55.6731633,12.6004121",1
04A7FF62-EACC-49BF-9A82-A0887946FCF3,"55.679459647641814,12.609512600192151",1
04B5DA77-F909-42A1-BC8B-47D8CD34147E,"55.663398946148213,12.630870796343659",1
04B877E0-F8AF-41B7-BCCE-F464B17DF37E,"55.70199953190744,12.577686609190097",1
04C04490-401D-4A44-8236-C73B83136C41,"55.671626448889789,12.54676516741255",1
04C1401F-AA8D-4233-B631-7C6CA0D29D2A,"55.672735897876017,12.52540329472397",1
04C4E145-DC93-4AFF-8C7B-81091625D120,"55.677576005251773,12.600061544840379",1
04CFA031-C8C3-44E7-8A45-AB3D3A562170,"55.639817519609153,12.61548127291735",1
04F31DF7-CB1C-4331-9ACD-38018D990287,"55.694125749327434,12.607527254116411",1
04c5793d-6e8a-4b41-982a-43c9a8ada005,"55.6583138,12.6228571",1
04fced61-e404-4bdd-942e-8b6454ce1251,"55.6930934,12.6173009",1
0502a762-ab57-42d1-bac3-f892746bc9ad,"55.6912383,12.6170967",1
0518B65F-AAEF-4D8C-A6AF-556BB705D8C1,"55.660298981463455,12.641456299575358",1
051DB572-1EB5-4EEB-ADE7-815DAE431AA2,"55.647240650783075,12.548442696129545",1
051F3C80-233F-4BB5-8099-DD21C7D925CE,"55.624475451566333,12.576891582855531",1
051F740D-49CA-4336-8F65-79CADFF157C4,"55.704566818165837,12.565395551961171",1
0539872c-2697-496a-917b-1bc7604e8169,"55.680546,12.5648439",1
053AD4C1-F2AA-4522-B129-C1BE5746688D,"55.624686596035609,12.576291169982939",1
05441006-541D-4395-A295-816784448162,"55.675603534716359,12.515972481044381",1
0549B048-F844-4A95-96F4-1D99ABEDC0C1,"55.6907465521739,12.51959664439963",1
0549FF22-4D91-4D71-B46E-C5BE3C5194EF,"55.686642941199644,12.59227935611079",1
054AA40D-725B-4775-8F9E-707062FEC4BD,"55.707920506730161,12.545114290007229",1
054B67C2-7DA9-481D-B405-976C7F8BB589,"55.6719230647583,12.512413908498489",1
055A44A3-5564-4ECE-9B81-49095ACAA454,"55.684871486562123,12.61292868058367",1
0565353F-336D-44D3-A956-DBBD24FA44EC,"55.669679007210277,12.57139377812984",1
057C4BEE-60E6-49FE-A35C-1BBC237DA8BC,"55.727012057159627,12.58259904134562",1
057dedc1-5d46-4e70-b522-a1c5ec4a1b1a,"55.6595622,12.6160647",1
057e1016-ab77-4ab9-9cb5-4e2753c3653f,"55.6245407,12.5764611",1
0581A003-D484-4816-8156-7F51C922C0B1,"55.687568542373349,12.615829778891344",1
05832e02-7d68-462c-a764-b54c09c5d2f3,"55.6875722,12.573974",1
0583D387-8EFC-442A-BCDB-5016D64583F0,"55.6705523550217,12.623807075849349",1
0596C0C7-6F44-4F1B-A534-E5340D795FA3,"55.716650970994969,12.5840212891373",1
0599D92F-529B-4113-8159-35FEFCB3DBE8,"55.649542508559811,12.610542916102245",1
05A24C12-D420-4014-9BA9-9417A3ADDF85,"55.6921476374781,12.617069516194839",1
05A61D81-0BC9-44BD-B6D0-E6A1A4F1A01B,"55.732198134565927,12.570117958849689",1
05A8FB28-8881-4AE6-AE26-109ACD576852,"55.690889251309763,12.509111399873969",1
05A9E55D-4D21-4A6A-A6BC-7F45421D9EC2,"55.69250495540053,12.594490298619078",1
05AD7367-600C-4C01-9DF7-9C0632A8A664,"55.666855615915438,12.566291401197264",1
05B32AD2-64E2-4D9C-B50C-48F553A9EC5A,"55.686687844388047,12.5922922757579",1
05BAB136-9CC7-4286-B788-3E8F268CD003,"55.689173405612692,12.54839583087816",1
05C64C90-D63C-45CD-B6A1-DB182A3AA801,"55.682034360289478,12.558359774744529",1
05C83106-0CE3-4517-BAAF-D1551E36588D,"55.6669757639832,12.566209921811319",1
05C97052-0D7F-4CFA-9704-DD80EB9E5451,"55.672923537603651,12.600257497287959",1
05E309D7-8331-402C-B729-9EBFB5C9634B,"55.663822175288452,12.531211859151705",1
05E6A458-7441-41B8-B7A4-04EC70441B1E,"55.669635750217779,12.5709571860506",1
05FA0E92-477A-46AE-AC28-4CD19EA5730D,"55.690641942318138,12.488834006931819",1
05a5d797-e345-49e7-8a87-6cdeaa7dbc94,"55.6530135,12.5403135",1
05ca72c7-72cf-4e68-8139-ea4bf9d114c1,"55.6906646,12.6180448",1
05ccfd6d-b751-45db-baa5-9042221234a0,"55.6902261,12.616333",1
05d1c42c-e5a8-49d3-b028-e7ceb22e866e,"55.6796389,12.6129909",1
060410bb-d430-40f5-bbc4-bfeef84394e1,"55.7064596,12.5342898",1
0618C6C4-097E-4A6F-9A2C-8FF685940626,"55.65274368228917,12.561936477560611",1
061B4323-E656-41EA-8D52-84EB00DEB158,"55.676928459736317,12.607851225790309",1
061f4102-3854-4242-b338-1af53cb2bf0c,"55.6546262,12.5414916",1
062147D9-BF23-4BDC-86BB-B186D65F197B,"55.669594253089535,12.570796798280918",1
0622813B-10B7-44AD-82AB-4C51B890A859,"55.705799824152827,12.54283748730829",1
0623B218-8A3C-4B04-B15F-207F030BA418,"55.644860267847157,12.53700277757661",1
06273DE3-8001-42CF-97A8-971660D3115D,"55.665770726980995,12.565852229509792",1
062E4573-DD97-4DEC-9BEA-58828B133AF8,"55.666972636285983,12.566109247994129",1
0631eda8-be0f-42df-9aed-6f2249d8753b,"55.6697418,12.5711658",1
0637c0a3-85e4-498c-a46b-a6c59e4efef2,"55.6980524,12.5071965",1
063F2AFF-8B1F-4479-BAB3-2D2EAF395322,"55.628730948135249,12.639780649927111",1
063F7A14-3B27-40E8-98C4-FF37698F441C,"55.654722098312945,12.511440720420806",1
06480425-0FE7-4BC6-BA38-171B43C27D2C,"55.673454050990294,12.506036428920124",1
064c59ec-0d8c-4a95-ae6f-6c082230e908,"55.6955883,12.5088177",1
065159AD-B0B8-46F6-B44B-CFC0424FEC12,"55.729846743353328,12.580921258079931",1
0668B88D-3489-4BF0-9BB2-AAAEF2F60ABB,"55.65562798345352,12.605466480237391",1
066C5F1F-A77F-434A-9661-2B887FE95E9C,"55.684459101244293,12.510406749581366",1
067D9C68-60C7-4FE2-BF45-41E5D04BEECD,"55.679732929419878,12.59141426484898",1
0684D931-267F-49B7-BD9E-28497C620893,"55.695001785099556,12.59946992936891",1
06854563-4BD0-404D-9023-46814F876F13,"55.644914806795732,12.594374358271629",1
068E994C-A49D-4385-8346-E057D3D64EDC,"55.673684280066674,12.602739850430622",1
06A07F75-529C-42B1-B107-2B3FAAC1803B,"55.649569536337992,12.565930840475779",1
06AAC8EC-6C54-49ED-8FBD-67C0E2307935,"55.652967893090022,12.588315373884072",1
06B9C218-49B7-4485-AE59-211B6F7A8DCB,"55.652930864565434,12.539840508128849",1
06C438DB-32B7-4A44-A188-B401869EBA9E,"55.685861126324724,12.579952117324618",1
06CC7929-46E3-4E90-AF1C-AE006F34FADF,"55.6954879167279,12.508670901627863",1
06CCECEF-B9A2-4FF2-A622-E94C9A7DEA58,"55.652545602674543,12.539694357058039",1
06CDD265-5301-4E62-99A1-82E6BDAD95B1,"55.667182803205833,12.56700678729691",1
06D4202D-95E2-4DDD-BD3E-C6DD98D3D506,"55.679461281696092,12.597170884354981",1
06EA225B-143C-44CA-BD57-085CA3F0CDD4,"55.6545002012457,12.54143148012073",1
06EB2DC2-7F45-446C-B083-ED8E543B9448,"55.6410598366654,12.53880655835666",1
06F23C99-7BFF-4B20-BF1A-BB8F2014D38E,"55.649554642438439,12.610621866775826",1
06F594E9-A355-440E-B385-75492EB5BE8A,"55.6498620837425,12.597147134383119",1
06dabe76-fb87-4e7f-9d5c-bd15cd409618,"55.6659497,12.5174038",1
06e1e782-bb9d-4638-a9ca-b710c3604501,"55.7063581,12.5473583",1
0700F941-F4DC-438C-9D9E-4AD2832DBA99,"55.71993217180988,12.577506205192121",1
07047dc7-02d9-4e4b-951a-b9b21d02e8f2,"55.6363348,12.5355852",1
07061c7e-a96a-43ba-8c46-d48b26ea0964,"55.644632,12.6060338",1
070828c4-6a98-49b7-8b2a-74f43522a573,"55.6735121,12.5258917",1
070D2AD5-A2CA-441D-A7AB-AF15CED835D9,"55.684380691285924,12.591460332914773",1
