search_id,coordinates_search,Unmet Demand
16A4AB59-6CF1-4661-BD0E-13C1BAC1CC41,"55.70200345047158,12.51390391028055",1
16AD9247-C62E-4B73-81A9-321EF95DA6EB,"55.671699499979553,12.546515483066051",1
16B744D4-414D-4869-972E-648130DA6446,"55.673493130081532,12.600865221231823",1
16B810B2-6BE9-4E2D-9EE6-1CEFC87B47C1,"55.650139022608968,12.611891528687362",1
16BAD761-F696-444C-A8DA-C42331183599,"55.7185222637422,12.559699588310467",1
16BC0925-55B9-413B-BA97-50AC2D52233C,"55.734576008147762,12.57551227680494",1
16C80DA7-0971-45BE-B7AC-D955FC6FF9E7,"55.68667174434777,12.593177692344531",1
16D8C155-12CC-42C3-8E07-B2E8BBFEC6F5,"55.66944698075261,12.57122092711194",1
16DBD77D-F979-4B64-BCD5-42748E741220,"55.648570892728188,12.617890106972251",1
16E4AB7B-481F-4806-AAB7-D77D3588D619,"55.624083355864542,12.57290789000446",1
16E7A7AD-46A6-4CD7-8E62-7326F3D74FDA,"55.691322432882792,12.52111452632818",1
16EFBC76-FA46-4E36-89D3-21D67BBBBF94,"55.686711799405224,12.593138460081622",1
16F7F0B4-0FFB-4E72-B31F-B35A2FD15063,"55.691139460493623,12.593500171535821",1
16F8BD03-3E88-4005-9BAA-6ED5896812FF,"55.671378097019144,12.547181460546062",1
16F8CD61-983B-404E-8EF2-19B24631422B,"55.675836256619306,12.606726336777978",1
16FE4AAF-5AC6-47A9-BC10-DACE4F4DA7D4,"55.669026070504188,12.627924661984755",1
16ac4ed5-32f5-4f54-9ff8-8075f39aa9cd,"55.6511787,12.6406368",1
16b71231-2872-4048-bd87-dd82608c5340,"55.6696769,12.5711054",1
16e0ad8b-eca6-4c00-8054-7e3a89d4c9aa,"55.6287594,12.6426911",1
16f9060e-c624-44d9-90a9-39e7dbe7b883,"55.674167136071922,12.604015226792018",1
1706FBD7-C114-491E-957B-2D6966D15BE0,"55.68677432022465,12.593116053595873",1
17072787-5DF0-4952-BE47-BC94DDD55C91,"55.732669108205727,12.58184464587117",1
170732DE-331E-4C43-B143-CACEBA2D1F23,"55.669706311304438,12.570539457043713",1
170D7202-E83C-4C0B-875A-D41269AEF24B,"55.676319267838664,12.529704285757232",1
170EFAE8-B4F0-4967-9A95-62D884D80B2D,"55.657705522798,12.51735881436686",1
171065B3-FD08-4CE2-9744-0DF453A1C258,"55.659996753706679,12.57264108307618",1
1713cc7f-0920-402d-8f75-7dbb3f09399f,"55.6732033,12.5996312",1
17216F8D-7657-4816-A7E0-E3FA894D0B5B,"55.636961638247293,12.540245304210879",1
172cfa49-9543-457a-b879-71ea09a055bd,"55.7015729,12.5782129",1
173232c4-67a3-4aa7-ac8e-f522989b1f7e,"55.6695408,12.5718652",1
17411376-3A9F-42C4-9DDB-34989F866AD3,"55.652562673596307,12.606504487881891",1
174142EC-74F1-4AB0-9239-89282DE9D9C1,"55.706571631862893,12.597313041719953",1
174A96CB-F1B9-4E75-A36D-F8D8A13BFEB1,"55.692592918995842,12.61094911984932",1
174C734B-5057-4192-9DBD-F10335819A99,"55.676840544779438,12.539998599297512",1
174ea2c3-3492-4073-8ce7-42bbbd2ecdb8,"55.6870418,12.5733465",1
1755146F-1918-4A03-9F18-1DA052F4451C,"55.692753861052672,12.619660419168293",1
17608820-899E-495C-BBE6-725E7F2BA292,"55.707890461880872,12.545082242050732",1
177E00EC-D342-4393-9CAD-87898EE3A00D,"55.6898907065513,12.616346699027742",1
17802D16-7BEC-46D5-ABDC-B0C42E342191,"55.675192681772749,12.537029357552621",1
178AB808-3111-4DA2-900B-C5BD51073829,"55.66948971250622,12.52398658544992",1
178F441A-CCFD-464C-8E7B-51C94186E38F,"55.687245747089747,12.597985684668636",1
179750D2-807B-455D-8D39-1519A385B2B1,"55.641306791789383,12.539169227296529",1
17997f25-890f-4cdf-9561-9c9e0eebbc25,"55.6311221,12.6439312",1
179C5D96-BE38-4666-8A19-3A878A420234,"55.7173490302845,12.613561886398868",1
179EFEF4-AD6A-4E91-8723-698A0F9B3985,"55.649769612000142,12.592005725622419",1
179e7619-c893-4371-a92b-ad11491875ee,"55.6915013,12.6168216",1
17AC92D7-729F-4881-9110-5D42825326E1,"55.669547808769082,12.570539970204216",1
17D5B069-733E-4349-8280-EF1285BDCA13,"55.681530026160615,12.5598959032316",1
17E03976-A0FA-4B3B-B2E5-63D293540FA3,"55.701897080648124,12.51313990001386",1
17F735D9-3CD5-4EA1-9DAC-360C713C13C1,"55.6775867027895,12.488894169070109",1
17b050fc-4e7d-4e2b-a3bc-a93651aceb68,"55.6904011,12.6163555",1
17b4fa87-cade-471a-bcfc-7997601f7702,"55.6469696,12.5554515",1
17b85fa6-0904-406c-84e1-1325ca8e4129,"55.6728425,12.5999793",1
17dd9b7f-3466-410c-81fe-db8a4fa59925,"55.6932615,12.6180593",1
17ffbf92-4785-4790-a6e9-3fadd76b7242,"55.673509,12.6053945",1
180FE213-C49D-49DC-B2F8-1CE6BA25407F,"55.692362882935349,12.548866433886859",1
181A7040-28D6-426E-B713-A2812913CBA2,"55.692678368392322,12.611163670765849",1
1821CD3E-F8AA-4230-ABB3-BEAF2B8C448C,"55.657739680405008,12.521376968634096",1
1822875D-A6D8-4A1C-877E-3F146D9A4FFD,"55.6987255873779,12.563868646306091",1
182A24DD-8D9B-41B2-A3D6-943CA33D8025,"55.685633879641607,12.580841489805691",1
182CB49F-3969-4358-A914-9648B0D9F434,"55.672543279675388,12.50548200586341",1
182b02b3-49f6-462c-bafd-3a52fdb9176f,"55.7066039,12.5964858",1
182d2478-0471-4fee-9b14-c5c4aa8e307e,"55.6776355,12.5408235",1
18305391-A173-4DB4-8017-FD6FA4B9F13C,"55.673941637213133,12.60313171738173",1
183D0013-0CD6-4226-96D7-3CFDB2D78816,"55.637864582292387,12.58011901752332",1
18469BF5-BFAA-42C6-A3EA-F4896DD9B53B,"55.671663230432131,12.517819046444467",1
184BD247-4810-48BB-8B1A-C83A52A25EBD,"55.68639374808938,12.61198248715383",1
184CAAE3-A42E-466F-8F92-2A131341288B,"55.674047668611351,12.485783949296644",1
18534D48-5812-4394-9626-B48DFEE2B2FD,"55.688177718493449,12.512974557953951",1
185837F0-1E3C-47FC-808E-6AF87CC4BC90,"55.701314768320948,12.578304146981157",1
185dffbf-f5f4-4e7e-8c96-824556b0b31f,"55.6695942,12.5717446",1
1861FAD8-1561-499D-A209-DBA7209B7936,"55.688161674163631,12.616977978477665",1
18645863-F949-489D-917F-73EB6CA78A95,"55.66600537895097,12.566073604143423",1
186496DD-2CE3-4152-929E-47E28FDFEF56,"55.628449462544374,12.649950120548915",1
18764ff4-9dff-4ef5-9bad-386b785ed906,"55.7018339,12.5850572",1
187B885D-9310-4254-9616-52F1303C1C71,"55.647053978157608,12.59469253946104",1
187CC6B1-3EF2-4D5B-AC3F-CAF30AD07DFD,"55.682306293313879,12.594167468546402",1
1880E5B6-E836-4E68-A241-8F48D3946866,"55.667268636828361,12.565473957780448",1
18886F93-DC38-497F-A437-1A75750FCA9E,"55.672961419007223,12.59979341331867",1
188F0F4C-C358-45D0-BD2C-14758D76F84E,"55.733428182930105,12.570160607019396",1
189AB8A3-8994-46DC-9422-BEE9870F753B,"55.731638586598137,12.57388646205214",1
18ABA36C-20DD-431E-B9C6-AD7E55D4557F,"55.686699378628788,12.590648500147291",1
18BA9EB2-8620-4B49-BA2B-85029B007F8F,"55.705622165286044,12.543117364044157",1
18C390A1-2BDE-4C2A-9FA4-E5A8E0AF790B,"55.688994694240151,12.521587388977411",1
18D68604-AAB9-47C3-AFBA-3D41F2555AD4,"55.6688988068065,12.60061581663995",1
18E09806-3635-4DB6-84B8-B0A3A7DFD76B,"55.669346172414407,12.569897202786589",1
18E358B9-A52A-4198-82DC-FAD88A744559,"55.678349948218532,12.61784764469696",1
18E36088-9FA1-4B74-B127-73B20D500D3B,"55.628777093281819,12.6489328174608",1
18FAD476-B9CA-4C98-BDAA-DBD71CF85BB5,"55.70744563479078,12.51598612651831",1
18c353f9-007e-43de-a3e5-c0b55da39228,"55.6715495,12.5457049",1
18dae48d-5a68-4f49-94cd-41a9f17464f9,"55.6784042,12.5280862",1
18e05e65-9bd3-4bde-9169-1307a2993096,"55.6697314,12.571164",1
18e975d7-4011-461e-a1a9-10291f1af3a7,"55.6659554,12.5665043",1
19007100-48cf-4a9e-a5a5-dcf27838bce7,"55.6607215,12.6412221",1
190758b3-6feb-4ae7-b6b2-1ff303eeb955,"55.6888175,12.5518728",1
190AB382-EEDB-4488-8DB1-E6E672CBDBF7,"55.682118133110968,12.55838250670109",1
190F4744-812C-4837-951C-5BAB538FFB82,"55.689470312469304,12.615666322540678",1
19134ABA-F765-47D7-85AE-A8C250335613,"55.62848271106116,12.649248109817485",1
1914a3a3-8874-4944-9ab3-1bc790f93757,"55.6862537,12.593215",1
191FCA71-2197-4B01-ACB1-6B680A765E35,"55.6535376141775,12.54811600424447",1
192165A9-BC01-4753-8D66-B05DEF09977A,"55.704924352090842,12.59883357226389",1
1926A818-D1B3-4B01-B1D9-147F64B2E9AB,"55.675702363577038,12.516162531636351",1
1928C7BF-5B9F-48B1-86E6-2E5CF085D043,"55.668879657812916,12.616804623693046",1
19297A1E-23C5-4460-BD34-D2767062476B,"55.669413269549295,12.570973355334784",1
1929AA94-7DAD-45AC-B693-807C46988E57,"55.649928392755719,12.52620380058443",1
1929E5D9-2586-49F5-8315-2AA6537C49F0,"55.685072404048547,12.594043272038027",1
192b847e-e717-451c-9331-075b730415eb,"55.6652105,12.5666183",1
19401A43-C375-482A-A8A8-4F00571B6C79,"55.673238502968225,12.525906551372655",1
19443470-A681-4F41-B7A8-44ABC171E2B5,"55.672373550394489,12.537558781855029",1
194FB2B7-0336-433A-AAE6-812A965BB9D4,"55.672959832057479,12.60117530300551",1
194df499-7afa-4588-ad73-e6e203045454,"55.6733873,12.6054792",1
1956b281-f845-47a5-a26d-8998d7c94a8d,"55.6526407,12.5391828",1
19604342-4B01-43FC-8494-971850FBA391,"55.627078099883278,12.65519385996666",1
19633DF8-176F-4D52-A23A-E6188EAD78DD,"55.6660124761434,12.56588307083431",1
1964D64F-EEE4-4DA6-87B7-5B38642DD8B7,"55.669125140738508,12.571277753490348",1
196BA236-B783-47C5-AE81-76C18A602F84,"55.669770671044162,12.505333129930371",1
196dc299-b71c-4f75-a2b0-29d6bd4bbbcd,"55.6865899,12.5927616",1
196e9283-2a5c-4eae-aaa4-a5e71d5d330c,"55.653458,12.620691",1
197C9BFF-8E4E-46E7-A2D7-2C1AF4655CCA,"55.671439865265178,12.60535843002971",1
19857CA7-0C24-4C89-80A7-A1EADF761018,"55.669593220422911,12.571705645519412",1
198A42CA-92D8-43FE-A4E5-849896FADBCF,"55.679834619807259,12.591337073033474",1
1992D28D-686C-4956-9AE2-BD95EDC9D0D3,"55.658136882543872,12.642373365437296",1
1993cc80-1687-4a5b-8904-b08eb1f15589,"55.6694313,12.5713137",1
1994F697-AECD-4AFA-BE86-864CDE0E9383,"55.673882556510222,12.583363273324011",1
19B22A35-376F-4F29-868F-98CBDAC6D131,"55.691396165940915,12.617055148539441",1
19B5D5A0-47FD-4B2B-B2E8-5193BEFB5F7E,"55.628160556089973,12.60250277680141",1
19C12F26-56A9-47EE-9462-21E2DD4A27A2,"55.646934906480624,12.548764951450673",1
19DFAFCC-823F-4A71-A291-30CCAE9E6CC2,"55.654824092488781,12.541708914358439",1
19E37807-24EE-407D-9A0F-C931E20F38F8,"55.66585661024542,12.565890091478852",1
19a70684-939c-4d64-8d66-9477017331ff,"55.6738958,12.6016459",1
19b64f90-bdf1-41b0-9269-82738309d19c,"55.6484605,12.587276",1
19b8c940-bae6-46b9-99b2-b9bba0ce9e53,"55.7011689,12.5725581",1
19d124a0-0c1e-46ab-8dac-3677efcbc56e,"55.6696847,12.5715741",1
19f3950f-085b-4e2c-be2e-122883d07c26,"55.6485721,12.64763",1
19f83ff3-8dcf-459d-aeaf-72b073f9f210,"55.6383192,12.6013516",1
1A02CB55-3965-442F-9170-6D28173A38FB,"55.664943520475944,12.562408576528641",1
1A28FFCC-6646-4571-A11E-FB4E6B703DB7,"55.691278484611978,12.591287836495709",1
1A36E123-9FE1-4DE9-9C4B-C2E600475160,"55.669564132252866,12.570675340158267",1
1A36E137-2C97-45A2-A09A-D1D6B3FB6610,"55.5940737459475,12.67248550752543",1
1A3B53BF-7FEE-4A96-8BED-F29B4321F9C7,"55.673483657190822,12.601397834025462",1
1A4021A3-AEEB-4365-BD97-915E0AF424F3,"55.6277694701438,12.652911623696211",1
1A51B695-8168-49B7-8E9D-75DBFE7CC47E,"55.681354789160928,12.56625744289707",1
1A5C404B-4635-43C3-BD4A-998D474D05D6,"55.684436607243718,12.510506698129831",1
1A5CCBD4-7ED6-47F4-8EB9-E42CDEB61342,"55.719154824267,12.577077695454483",1
1A5F2E71-84CD-4778-A0F2-C346A3EF4FAC,"55.628730285846771,12.645560095653691",1
1A61C988-608C-4124-800E-3E604FB5E844,"55.629830162628721,12.585032054325803",1
1A6996F1-1E62-42D7-949A-2CB9A82B73B6,"55.669583038040813,12.571115558319798",1
1A699E33-EE2B-4EED-90FD-B431C58C20F8,"55.667123606043951,12.566378356100691",1
1A6FAA46-5EC0-4DE2-9E1E-0C35465D76D0,"55.663464816787553,12.517356677972343",1
1A7AB26E-BC1A-4680-8BAD-4B72580FD373,"55.690276215404,12.59494428196304",1
1A7CDA96-DFE4-47E1-B54E-647B8C8229DB,"55.693848006539419,12.512927706567348",1
1A8FD536-B10C-4157-A968-4C4DC14E7FD3,"55.672937856002093,12.6009251593161",1
1A914D78-AE96-46B3-9115-D079F862830C,"55.659675546699447,12.595946266510758",1
1A9714AF-D0B6-41EB-89C9-18AA83B7978F,"55.685669751702534,12.488684655481521",1
1AAAC51E-2AA2-42AA-83B9-A248631FB93D,"55.6396709330322,12.538971269827938",1
1AAB27F8-CB78-4CDC-AAB4-D566C0349A3E,"55.689019277188862,12.520750213460618",1
1AAD9B25-4E21-4401-B550-BF20F67E27D5,"55.722723652480553,12.5798898087327",1
1AC66C53-D2C1-43A9-A7AD-AD00B305B68C,"55.686423471846247,12.594187534920639",1
1AC860DA-3EDF-433E-B65C-95CD5F93B148,"55.655129309400479,12.59540954303573",1
1AD22613-9612-4604-8B33-BF0475146044,"55.684450693361683,12.51037106871715",1
1AD23375-757E-4B10-982C-421B5A96C916,"55.629194475168283,12.5972110460698",1
1AD93B87-B97C-426B-B3EE-9A07DAF68DA1,"55.708171781310888,12.510896799239426",1
1ADCCD6B-9269-466B-AFD4-DDF29BED0434,"55.686616218306121,12.59256994614938",1
1AE17013-E49D-480C-852D-0D15AA2F75EE,"55.68151406512181,12.49863994627639",1
1AF419B9-4D16-4028-A1AB-600EECEDEE1A,"55.683254129956964,12.563488258356589",1
1AFCEB19-DBEF-46E3-A415-FE134B56B630,"55.663345174652775,12.499201761981633",1
1B05729E-A612-4FCE-819D-3EEDCF083938,"55.67694493031572,12.547467825417547",1
1B0594D2-CA27-4C7A-AB56-03833A304DCC,"55.62882334037635,12.64525293251066",1
1B10FFA7-D8B1-4D5E-8292-D2235CBB0D00,"55.679267776452981,12.59703853655958",1
1B14633A-15EE-4108-A47E-5C0C0A61380B,"55.669924882155449,12.571090686238197",1
1B24C19D-2D21-4973-9C07-C26E1C77DCAE,"55.673271546946573,12.60032455054648",1
1B34A391-B5DA-4774-996A-84DE0959447C,"55.703233478005885,12.5943427634813",1
1B51B346-D6A3-46F9-B44D-D0D285584CDB,"55.665737632539241,12.56606642774423",1
1B698EE0-6A61-48EF-9BEC-657BDC6E8B52,"55.665807796994663,12.56614294836109",1
1B7D98E5-F1CB-49C7-A52F-6C7E219CAFFC,"55.638068657373928,12.580438664604241",1
1B80A7CC-CFD6-4DCA-9C37-5E15DFF137BE,"55.649628175638888,12.52746217807624",1
1B8AD24F-B0C8-48FE-83A9-B0CE588A4BBD,"55.677621446026073,12.60067257949904",1
1B8AEC27-0484-41A4-BD5A-36883F95A01F,"55.652541962337089,12.5396093114685",1
1B8C37FB-C457-47BA-A3BA-E9EA5A33E3D9,"55.694536084669721,12.60767974409036",1
1B8D7427-CF50-4625-9D00-60806EF56F02,"55.70161052841857,12.514770657558721",1
1B94DD1A-C80D-4B87-9568-BA42AE8C1FE5,"55.688991338221989,12.616174584750709",1
1B95D378-38DC-4089-9D46-4A07A00E769B,"55.682321133156172,12.557989355010751",1
1B987543-523C-4A2B-B815-47D10DC6535B,"55.652466136052084,12.54032214420814",1
1BC6BD5E-FD7D-4FA6-AB8F-AB07E5C04649,"55.64144445122745,12.587242210295598",1
1BCDBA01-7684-40C2-8C7D-38C3D81A57B0,"55.716379479735942,12.547323879797275",1
1BDC37A5-7808-4988-911E-016BAF803A5F,"55.62862494635543,12.645562711665972",1
1BDFD180-0A57-498E-A60A-FDEBB040DE24,"55.669695947707453,12.570439543161481",1
1BEAD782-E139-4A09-BD6C-A4FD839837B5,"55.669753488321973,12.602745384999141",1
1BEC5154-2F12-40F7-B63F-3F89CB845E39,"55.726986507906084,12.58272394395583",1
1BEEA89B-BA22-4F7B-8688-1FE52114B47D,"55.627506255766541,12.641464396337552",1
1BF57CFD-9024-4028-828D-FF702FFDFB64,"55.685726118982267,12.57844804191614",1
1BF7690B-154A-46DC-96B6-8D221F4A9E98,"55.677042676553661,12.519136189247876",1
1C02D95D-499C-418D-B272-A0E41651DF4F,"55.690581754960228,12.549123567673719",1
1C0395E0-E6C5-44D4-A1C8-62C3BB276FD5,"55.677007625856056,12.607660899361671",1
1C09E3B0-D37C-4365-B54E-E80F12217084,"55.6898897187258,12.615651947852275",1
1C0AA82C-7E62-4F46-93D9-C699E2151F45,"55.693986276262137,12.58321828105124",1
1C0F96EB-F029-4934-A019-980D07C892DE,"55.669459578173026,12.570240157935967",1
1C17106D-9A47-460D-B4F0-5F29D86AB0E2,"55.675155286171993,12.605746495292",1
1C173FC4-A899-4804-ACD7-A914A65C1989,"55.690899316391523,12.619170311462584",1
1C1977AC-6E69-4C46-86B5-AD94E4FAF8E3,"55.722007610062057,12.53930106386891",1
1C2452AD-9374-4629-AFE4-F38F84D17758,"55.6479894230346,12.54745826463094",1
1C31B959-8153-4A9A-8168-D3C2A8950960,"55.692533244603567,12.594750268254273",1
1C35FDA1-C888-47CE-B934-7C209ACE885B,"55.62403057884972,12.57380599972231",1
1C3679E5-5997-46AF-83FD-092029939D22,"55.627246637962671,12.6453391665909",1
1C3B1D9C-B38D-4E02-8C94-06E497154FC3,"55.674981683469348,12.605468053595811",1
1C3D5DFE-345D-43B4-AD8E-F7303308B45F,"55.675921491014321,12.530508292728001",1
1C3ED17F-2E32-4A1F-8A84-AA328BC02E7D,"55.689022182713337,12.547644846362509",1
1C4CECF3-DE00-4496-98A7-C1E3D3145E5B,"55.692726314682695,12.619159867743734",1
1C556CCF-682A-4808-9D16-BCC5676595A8,"55.650429348513157,12.52941638232444",1
1C5898A8-133B-4E3D-B0F7-D516976AB73F,"55.664437789851604,12.632730281757139",1
1C772A57-5906-4487-A326-19280E8DF495,"55.648014574503122,12.547192186373922",1
1C78BD11-CFDC-4076-B3FF-17717A0C70E3,"55.666886523649367,12.5661492214573",1
1C7E5395-9BA8-4F65-8594-FF8127EF2D96,"55.669499228989508,12.571823924702125",1
1C869168-B538-49DD-85E3-417AF51A7F63,"55.669706502162668,12.571426503632409",1
1C8703D0-AE20-4164-912A-CDE54468B364,"55.706469216734916,12.59684582655847",1
1C94411D-311E-406D-93FF-EF956397C198,"55.669762723756662,12.602375611027259",1
1C9C3DAC-19D4-430E-9BEC-5E4B946F4B9A,"55.706281405925473,12.544178338733079",1
1CAC0C44-8246-43C9-862C-BAE7A2231A52,"55.669539538349277,12.571485328126563",1
1CBD956C-BA20-4340-8126-36253239BA04,"55.692133988506654,12.566561015408821",1
1CBE5FCD-6343-4A5E-8DDB-49EB83FC5312,"55.694538555288091,12.599159001606983",1
1CC5D8BC-D04B-4445-8A11-5E467CE5DD66,"55.686420681302408,12.593335729353255",1
1CCBA9B6-0572-4BC1-9C45-CAA546F82DC5,"55.686625616147182,12.592293468871009",1
1CCC731C-429E-45C0-BF6B-9E2CD5A62090,"55.66271674729235,12.571172817371229",1
1CD43885-6BCE-451A-BE43-E17454176A13,"55.66954864679392,12.57169729402009",1
1CDC42A7-D29F-41A2-9E82-B854678374B1,"55.649300924139922,12.60485665787953",1
1CEF3A4F-7EB7-4BEB-888B-779F37A16B0D,"55.66200324118239,12.497728584555178",1
1CF711A0-C913-40D5-8BFD-4B42FCCB8655,"55.673639107511782,12.491555462098511",1
1D067085-9E0E-4B4F-A14A-BD9036FDE258,"55.709361294274132,12.6003555009668",1
1D119B66-D202-4A6F-9B4F-046288713CA4,"55.669258799962307,12.62944800418386",1
1D23F74C-CDA3-4F07-8A6B-C0167181E7BE,"55.669372816453752,12.571809755211961",1
1D245268-2061-4FF8-AB16-9AB96E1B545D,"55.716631203140281,12.561842963210371",1
1D394EA2-C329-4C5D-A0B3-3942DD6C819D,"55.689630502125169,12.523624312599864",1
1D3BC40F-6179-493A-8EF1-06326D249D86,"55.686510424181861,12.592646358546421",1
1D3C30B1-8295-4E33-B1C1-476F709175B4,"55.669429290970143,12.570863834022013",1
1D48B89E-A9CE-48CD-AAF9-5874B153D5D3,"55.646299109963053,12.593837172617681",1
1D4D1CAD-1FEE-45D1-B839-0D12AE368A0E,"55.6991023373898,12.562986944047452",1
1D65F8C1-1ADF-4E04-B2E2-1AC1E2EF2243,"55.667035460383559,12.566739832667659",1
1D6C800C-44AA-46F9-A56A-31A41EEF9898,"55.617230229194753,12.572878005241749",1
1D6D18AB-2F3E-434D-884A-481DB34C8926,"55.669406978857509,12.571913216420221",1
1D7958B0-FB75-4BF9-B931-B12D1E34BF77,"55.652851802769987,12.54048979146121",1
1D7ECAED-316C-4645-A9EB-A26CFAFA4EED,"55.646045255718079,12.54599152262605",1
1D8F99BC-8590-4F61-BBA7-C53FD360BA3D,"55.679412715784693,12.616896913515729",1
1D95988A-86CA-4C02-915B-F16E375C3056,"55.687670982494659,12.592327259492681",1
1D99BC6C-0231-44C8-9BDC-7A6C40B43143,"55.669572576119528,12.570718890307729",1
1D9F6532-32A3-43C0-857B-8A50D2CDEB26,"55.644538206208246,12.551950268854803",1
1DAB26C9-603B-4C28-B336-5EF8CA883BC6,"55.66809051479099,12.581235680113737",1
1DAB7A6D-C69D-44AB-AA47-002B10EA88FB,"55.69105191063661,12.61705177842018",1
1DAE000A-6633-4499-A6A2-80AB0CE66279,"55.649930156782453,12.6099205204969",1
1DB6B2D2-EA09-4B68-B2AA-C61CBCBC3DFF,"55.6863985676837,12.59324281477611",1
1DC77CDF-9E08-48D2-9A7C-2122C7EA854F,"55.690896176391007,12.594961205841177",1
1DCB7B54-416A-4D08-AD5A-1D33425F45ED,"55.690818943369671,12.618167943193018",1
1DCC9DA7-8C44-40A9-B695-E77DAA699CBF,"55.716605375426248,12.533893536879409",1
1DD623C0-22FB-4DFF-BEA5-2C6A484961D3,"55.714981342997824,12.624978233057886",1
1DD76E23-E333-4AFF-9CC2-F8082D863DC7,"55.676773879728913,12.60750261136574",1
1DE16C08-98A1-4ABE-A79D-AE141CE98691,"55.669692776106842,12.57157237297219",1
1DF05E9F-C7EB-4E26-B920-D808D217B3C1,"55.669520871041492,12.571691018137081",1
1DF8D6DF-F5F1-4DB2-8951-8BFDC122751C,"55.683381919098572,12.557022754465439",1
1E03D4B6-A1E0-4957-82BC-239CE73104B6,"55.666996481717248,12.56650375519647",1
1E0B3A5A-F426-42CC-B98A-F9567255BCE7,"55.627822911988552,12.6507832218892",1
1E10BDAA-3C4A-48B7-BDFC-48BBE96F5CF4,"55.654697871825412,12.51093043130984",1
1E12626F-3396-44CF-896F-CAE9C1C3D4B3,"55.701936040854818,12.57392903602832",1
1E12C217-1253-4F4C-A907-ABA1E92C5D5A,"55.706436500782559,12.53420326126559",1
1E14CD85-CB06-4BB5-9C06-26779CE58DDA,"55.685769617636055,12.578743074649866",1
1E181380-F6C6-493C-A861-CB190CEF1ABC,"55.679832266611378,12.59127734921141",1
1E18E5B9-10A3-404A-B2B1-45D128EE868D,"55.669194534181138,12.571054193827338",1
1E1ABCD7-F3C9-46C6-A38D-7BD7B85355AE,"55.656070292668,12.52005283270028",1
1E216908-EB82-4D7F-8943-21748CA81648,"55.686579615334033,12.59274120707077",1
1E27489F-2B0C-4B2E-ABF4-D52E22A379EC,"55.681791755208778,12.593916581159039",1
1E296DF9-EFE8-45CE-AB02-B23B2AF75FAE,"55.669300777211767,12.57076536712365",1
1E382C71-2B8A-496D-8FF9-29C901D5E6C8,"55.721547926126519,12.540199661285305",1
1E3E8C80-C39B-48B7-8DC7-37DC4953F670,"55.656300210284265,12.518831987173233",1
1E4813B8-05DE-43F3-BFC4-D67C310B0ADE,"55.690898822918157,12.50922210044207",1
1E4D5ED3-2020-4CFB-B60E-6EBBE2E428B0,"55.690848985807683,12.58537394227384",1
1E4F2175-A92F-4BF3-970C-636DE3563355,"55.669168791785147,12.62183391401997",1
1E50A077-B72B-4F40-B57A-44BF16DD666A,"55.679663413789967,12.591259709478331",1
1E542471-731B-4EC5-B6DD-3E5F91E7CB74,"55.643147848543521,12.5955212198263",1
1E5A7493-AFE4-48A1-A4BD-028C25A88CFA,"55.681923932587253,12.596485011342009",1
1E68DBFB-2B79-4028-8D25-B080E6CB83E3,"55.675821395368878,12.516782922177224",1
1E6E6D95-FDF2-4888-A00B-BF11FE41954F,"55.665965534109532,12.56581354008684",1
1E9172C3-D828-4B73-8BAC-2738BF39597C,"55.627214934923643,12.642315821624312",1
1EA7D5D7-CA32-41E1-AADD-A50B30B0A544,"55.655152509041137,12.5422047358123",1
1EAE6A0E-495B-454D-A200-7C32E4B6189B,"55.668216029257707,12.565893127961891",1
1EB10E9C-3D73-4503-8604-8AFD141D0181,"55.689970688972807,12.511066157772044",1
1EB7BC10-5539-4DEC-A927-6F9683E31181,"55.67482842994248,12.610756538023139",1
1EB9DD98-A2DE-4C27-9CDA-8F13AB627EA9,"55.652825253417767,12.540597619551811",1
1EBF37DF-C309-4772-B10F-D3FCC5631AD1,"55.693289520221278,12.507324909262294",1
1EC6AF11-8BA8-4954-B9C2-5A18DB74187F,"55.681999773144064,12.594153824668304",1
1EC801B5-8DB9-4535-ADB6-4372A35EEB30,"55.6695202596734,12.571774806236309",1
1EDF5B41-16EF-4A49-BDA1-E9A6C18C1BAE,"55.673192183510828,12.600416033008397",1
1EE2AAB0-EFC2-4EBD-8D06-43737EDA3B36,"55.708949431272409,12.538288134629781",1
1EF890BF-86C0-4801-8409-D42952CBD51D,"55.701914794058453,12.574565377950369",1
1EFA9A18-8BF1-40D4-8AD4-B5D69EC98686,"55.669530353469206,12.524327788295654",1
1EFC1F32-D7C9-4502-83F7-31CA195B2ADF,"55.734448330528785,12.578813284647259",1
1EFCA7DC-6B17-4E90-8B27-FCFFDBFC5FBC,"55.687982182112137,12.618069513742769",1
1F09FCF3-5F88-4450-A74C-32A3D634F469,"55.66925078524752,12.570829201927891",1
1F18C3AB-682B-4DAE-9E0D-85A69C8B8D79,"55.673454791935569,12.605209611286892",1
1F3E52B6-D1A8-4767-A579-43381D88C811,"55.649892761327841,12.52004509041034",1
1F447B68-3FBF-457A-A4AF-327C105BDC72,"55.710335679870141,12.58463330575146",1
1F58E599-3D2E-4509-9B81-0AEF84B88C04,"55.690908408775627,12.50928095543059",1
1F591C34-877A-4BAD-82FE-20601BC9B286,"55.688752978659068,12.613832920742819",1
1F695AA4-82CD-4F54-94FE-D0D350CA8B40,"55.650961527886786,12.553767128997647",1
1F6B1512-17FA-4F32-955F-2466D2D3FCB0,"55.688858624526553,12.560627056061859",1
