FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,ogc_fid,wkb_geometry
cykelstativ.1,6451,0004,Abel Cathrines Gade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Ikke registreret,7,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-30T13:06:53.911,2018-08-09T11:04:28.195,2013,fase2,,,2,1,POINT (12.559765094348965 55.67128132114399)
cykelstativ.2,6450,0004,Abel Cathrines Gade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Ikke registreret,7,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-30T13:06:53.911,2018-08-09T11:04:28.195,2013,fase2,,,2,2,POINT (12.559911715583816 55.671311681209765)
cykelstativ.3,7174,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,3,POINT (12.553729150827518 55.672336909066956)
cykelstativ.4,7175,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,4,POINT (12.55377232250421 55.67217578974723)
cykelstativ.5,7176,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,5,POINT (12.553918250884836 55.671839790852005)
cykelstativ.6,6020,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2016-05-30T12:45:44.181,2018-08-09T11:04:28.195,,,,,2,6,POINT (12.555136731580014 55.66983957166722)
cykelstativ.7,6877,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,13,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,7,POINT (12.555074048133065 55.66992956454935)
cykelstativ.8,4569,0020,Absalonsgade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,8,POINT (12.555278555867302 55.66961724767305)
cykelstativ.9,4912,0024,Adelgade,0,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,9,POINT (12.583549173536342 55.68412464335521)
cykelstativ.10,4911,0024,Adelgade,0,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,10,POINT (12.583679587460795 55.684304726228234)
cykelstativ.11,4910,0024,Adelgade,0,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,11,POINT (12.584094814937503 55.6847686388123)
cykelstativ.12,4909,0024,Adelgade,0,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,12,POINT (12.584216110826226 55.68492337861544)
cykelstativ.13,6593,0024,Adelgade,0,Indre By,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,48,Ikke registreret,Offentligt, ,2x12+24 pladser,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,13,POINT (12.583328242333472 55.68385721321523)
cykelstativ.14,6589,0024,Adelgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Offentligt, ,2x5 pladser,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,14,POINT (12.582371169538636 55.68238286162003)
cykelstativ.15,6553,0024,Adelgade,0,Indre By,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-02T15:14:21.202,2018-08-09T11:04:28.195,,,,,2,15,POINT (12.586172879035184 55.686744930213706)
cykelstativ.16,6551,0024,Adelgade,0,Indre By,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,20,Ikke registreret,Privat,,2x10 pladser,Digitaliseret manuelt,2017-02-02T15:08:53.388,2018-08-09T11:04:28.195,,,,,2,16,POINT (12.585216730802435 55.6860846273253)
cykelstativ.17,6591,0024,Adelgade,0,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,17,POINT (12.583110954402004 55.68313851022219)
cykelstativ.18,6588,0024,Adelgade,0,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Offentligt, ,2x5 pladser,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,18,POINT (12.582566024665475 55.68280380319055)
cykelstativ.19,6590,0024,Adelgade,0,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,35,Ikke registreret,Offentligt, ,2x10+15,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,19,POINT (12.582672420170843 55.682929237032276)
cykelstativ.20,439,0024,Adelgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2001-08-04T00:00:00,2018-08-09T11:04:28.195,,,,,2,20,POINT (12.585833683833767 55.68658902775369)
cykelstativ.21,441,0024,Adelgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2001-08-04T00:00:00,2018-08-09T11:04:28.195,,,,,2,21,POINT (12.585921060003491 55.68668878010441)
cykelstativ.22,6550,0024,Adelgade,0,Indre By,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,4,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-02T15:08:53.389,2018-08-09T11:04:28.195,,,,,2,22,POINT (12.585007618156258 55.68597954847752)
cykelstativ.23,6592,0024,Adelgade,0,Indre By,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,24,Ikke registreret,Offentligt, ,2x12 pladser,Digitaliseret manuelt,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,23,POINT (12.58319262288323 55.683694587922304)
cykelstativ.24,6552,0024,Adelgade,0,Indre By,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,20,Ikke registreret,Privat,,2x10 pladser,Digitaliseret manuelt,2017-02-02T15:08:53.388,2018-08-09T11:04:28.195,,,,,2,24,POINT (12.585306828544944 55.68617895842505)
cykelstativ.25,6871,0028,Admiralgade,0,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,25,POINT (12.582844179909998 55.677011795359505)
cykelstativ.26,106,0028,Admiralgade,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Privat, ,,Ikke registreret,2001-07-10T00:00:00,2018-08-09T11:04:28.195,,,,,2,26,POINT (12.582544869640516 55.677164813984625)
cykelstativ.27,105,0028,Admiralgade,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat, ,,Ikke registreret,2001-07-10T00:00:00,2018-08-09T11:04:28.195,,,,,2,27,POINT (12.582620708752685 55.677088501294975)
cykelstativ.28,8903,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,28,POINT (12.581736508732746 55.678073252541274)
cykelstativ.29,8902,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,29,POINT (12.581826974677602 55.677991431890604)
cykelstativ.30,8901,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,30,POINT (12.581847975406346 55.67797243783033)
cykelstativ.31,8900,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,31,POINT (12.581868868948968 55.6779535406925)
cykelstativ.32,8899,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,32,POINT (12.581932196014149 55.67789626447696)
cykelstativ.33,8898,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,33,POINT (12.581953251115095 55.677877221129606)
cykelstativ.34,8893,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.839,2025-03-03T13:14:08.519,,,,,2,34,POINT (12.581973968849612 55.677858482892766)
cykelstativ.35,8897,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,35,POINT (12.582244286824611 55.67760626556083)
cykelstativ.36,8896,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,36,POINT (12.582219583183358 55.67762931303684)
cykelstativ.37,8895,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,37,POINT (12.58219879879429 55.67764870398795)
cykelstativ.38,8894,0028,Admiralgade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2025-03-03T13:09:55.84,,,,,,2,38,POINT (12.582178357122602 55.67766777517625)
cykelstativ.39,6644,0028,Admiralgade,0,Indre By,Ikke registreret,På fortovsudvidelse,Ikke registreret,Ikke registreret,12,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,2017-02-07T12:10:05.163,2018-08-09T11:04:28.195,,,,,2,39,
cykelstativ.40,3421,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,40,POINT (12.58736107998106 55.69857898446033)
cykelstativ.41,3420,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,41,POINT (12.58737173881142 55.69856705830974)
cykelstativ.42,3112,0044,Aggersborggade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,42,POINT (12.587027868135229 55.699030904193066)
cykelstativ.43,3111,0044,Aggersborggade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,14,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,43,POINT (12.586970531898803 55.69911525769628)
cykelstativ.44,3419,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,44,POINT (12.587410698904144 55.69850575335993)
cykelstativ.45,3418,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,45,POINT (12.587451333193606 55.69844016286665)
cykelstativ.46,3417,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,46,POINT (12.587493308174517 55.69838917156922)
cykelstativ.47,3416,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,47,POINT (12.58752057557034 55.698347391688976)
cykelstativ.48,3415,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,48,POINT (12.587538551507649 55.69832054951247)
cykelstativ.49,3414,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,49,POINT (12.587557741404368 55.69829423260684)
cykelstativ.50,3413,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,50,POINT (12.58756718627532 55.69828566985748)
cykelstativ.51,3107,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,51,POINT (12.587062485988527 55.69929017123667)
cykelstativ.52,3425,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,52,POINT (12.587322213269852 55.69863570704699)
cykelstativ.53,3109,0044,Aggersborggade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,53,POINT (12.58685932121128 55.69926242859589)
cykelstativ.54,3110,0044,Aggersborggade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,54,POINT (12.586907239257176 55.69919366146437)
cykelstativ.55,3108,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,31,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,55,POINT (12.587015068909404 55.69935363569579)
cykelstativ.56,3424,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,56,POINT (12.587331331305576 55.69862299549121)
cykelstativ.57,3423,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,57,POINT (12.587345778756495 55.698604320860305)
cykelstativ.58,3106,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,58,POINT (12.58709876782933 55.69923427060691)
cykelstativ.59,7073,0044,Aggersborggade,0,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,26,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T17:35:37.352,2018-08-09T11:04:28.195,,,,,2,59,POINT (12.587744224397701 55.69834716290232)
cykelstativ.60,7074,0044,Aggersborggade,0,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,22,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T17:35:37.351,2018-08-09T11:04:28.195,,,,,2,60,POINT (12.587663433286535 55.69845470309398)
cykelstativ.61,3422,0044,Aggersborggade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,61,POINT (12.587353502739946 55.698592479753565)
cykelstativ.62,7075,0044,Aggersborggade,0,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,4,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T17:35:37.351,2018-08-09T11:04:28.195,,,,,2,62,POINT (12.587606376138522 55.69853094195139)
cykelstativ.63,3113,0044,Aggersborggade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,63,POINT (12.587100859111862 55.69893996729469)
cykelstativ.64,7766,0060,Ahlefeldtsgade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T12:58:58.871,2018-08-09T11:04:28.195,,fase 3,,,2,64,POINT (12.565347724021263 55.683487114145336)
cykelstativ.65,6882,0060,Ahlefeldtsgade,0,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,65,POINT (12.566575014008569 55.68292341984138)
cykelstativ.66,363,0060,Ahlefeldtsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,20,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,66,POINT (12.56663464049147 55.682894503285006)
cykelstativ.67,360,0060,Ahlefeldtsgade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,67,POINT (12.565681755359275 55.68335600770015)
cykelstativ.68,7510,0064,Ahlmannsgade,,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-06-14T14:29:56.959,2018-08-09T11:04:28.195,,,,,2,68,POINT (12.543324306239855 55.687113103296156)
cykelstativ.69,7509,0064,Ahlmannsgade,,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-06-14T14:29:56.96,2018-08-09T11:04:28.195,,,,,2,69,POINT (12.54323681749668 55.68714983280262)
cykelstativ.70,7511,0064,Ahlmannsgade,,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-06-14T14:29:56.959,2018-08-09T11:04:28.195,,,,,2,70,POINT (12.543791088106701 55.687420645382076)
cykelstativ.71,1309,0068,Ahornsgade,0,Nørrebro,Andet,På gadeareal,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,71,POINT (12.55902765442043 55.69158414039141)
cykelstativ.72,1302,0068,Ahornsgade,0,Nørrebro,Andet,På gadeareal,Enkeltsidet,Vinkelret,22,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,72,POINT (12.559712694379664 55.69190078035677)
cykelstativ.73,1301,0068,Ahornsgade,0,Nørrebro,Model 32,På gadeareal,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,73,POINT (12.5605254735506 55.69190873112356)
cykelstativ.74,1306,0068,Ahornsgade,0,Nørrebro,Andet,På gadeareal,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,74,POINT (12.559058423622217 55.69160237312774)
cykelstativ.75,1248,0074,Aksel Larsens Plads,0,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,75,POINT (12.541623732149638 55.69878521416395)
cykelstativ.76,3241,0080,Aldersrogade,0,Nørrebro,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,76,POINT (12.548321726433883 55.70573048850917)
cykelstativ.77,3243,0080,Aldersrogade,0,Nørrebro,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,77,POINT (12.54804230899785 55.705717695244736)
cykelstativ.78,817,0080,Aldersrogade,0,Østerbro,NO,Tæt på facade,Enkeltsidet,Vinkelret,20,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,78,POINT (12.56043488674842 55.70650478199595)
cykelstativ.79,818,0080,Aldersrogade,0,Østerbro,NO,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,79,POINT (12.56061505966819 55.70651266606193)
cykelstativ.80,819,0080,Aldersrogade,0,Østerbro,NO,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,80,POINT (12.560758940537887 55.706524372099004)
cykelstativ.81,1438,0080,Aldersrogade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,81,POINT (12.5486214276641 55.70568814750605)
cykelstativ.82,5013,0080,Aldersrogade,0,,NO,Tæt på facade,Dobbeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tilladelse givet 03-11-2011 (eDoc 2011-141651),Digitaliseret manuelt,2012-02-13T08:47:59,2018-08-09T11:04:28.195,,,,,0,82,POINT (12.546681165649098 55.705553959289624)
cykelstativ.83,3242,0080,Aldersrogade,0,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,9,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,83,POINT (12.547902436862225 55.705655818333405)
cykelstativ.84,5015,0080,Aldersrogade,0,,NO,Tæt på facade,Dobbeltsidet,Vinkelret,8,Ikke registreret,Privat,,Tilladelse givet 03-11-2011 (eDoc 2011-141651),Digitaliseret manuelt,2012-02-13T08:47:59,2018-08-09T11:04:28.195,,,,,0,84,POINT (12.546494879014114 55.70551429608828)
cykelstativ.85,814,0080,Aldersrogade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-06T00:00:00,2018-08-09T11:04:28.195,,,,,0,85,POINT (12.558666241279552 55.70641706008956)
cykelstativ.86,1181,0088,Allersgade,0,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,86,POINT (12.546980181315774 55.69705342103362)
cykelstativ.87,1184,0088,Allersgade,0,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,87,POINT (12.546559884558025 55.69685150023162)
cykelstativ.88,4262,0096,Alsgade,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,88,POINT (12.53888562298632 55.66524352091102)
cykelstativ.89,5586,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,89,POINT (12.540356048774822 55.66509699847282)
cykelstativ.90,5587,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,90,POINT (12.540401396621887 55.66508770283545)
cykelstativ.91,5585,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,91,POINT (12.540307556336543 55.665106938681596)
cykelstativ.92,4249,0096,Alsgade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,92,POINT (12.54005181942354 55.66495460607695)
cykelstativ.93,4248,0096,Alsgade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,93,POINT (12.54016172277018 55.66493659929038)
cykelstativ.94,1736,0096,Alsgade,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,24,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,94,POINT (12.54007516646421 55.66515569061439)
cykelstativ.95,1735,0096,Alsgade,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,14,Ikke registreret,Ikke registreret,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,95,POINT (12.540050440763197 55.66494273411113)
cykelstativ.96,5589,0096,Alsgade,0,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,96,POINT (12.540468347094297 55.665081768296744)
