FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,ogc_fid,wkb_geometry
cykelstativ.6074,4642,8320,Vigerslevvej,0,Valby,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6074,POINT (12.485635283767161 55.65593479852655)
cykelstativ.6075,1932,8320,Vigerslevvej,0,Valby,Model 32,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-15T00:00:00,2018-08-09T11:04:28.195,,,,,0,6075,POINT (12.49677633615864 55.64581721397324)
cykelstativ.6076,4562,8332,Viktoriagade,0,Vesterbro-Kongens Enghave,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6076,POINT (12.55967281477256 55.670270982671425)
cykelstativ.6077,6475,8332,Viktoriagade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,2x5 pladser,Digitaliseret manuelt,2017-01-31T14:19:50.791,2018-08-09T11:04:28.195,,,,,2,6077,POINT (12.558736647885274 55.670976649617984)
cykelstativ.6078,6476,8332,Viktoriagade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,2x5 pladser,Digitaliseret manuelt,2017-01-31T14:19:50.791,2018-08-09T11:04:28.195,,,,,2,6078,POINT (12.558934723797359 55.67078426084573)
cykelstativ.6079,1589,8332,Viktoriagade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,6079,POINT (12.558166876678916 55.67157186959122)
cykelstativ.6080,448,8336,Vildandegade,0,Indre By,Andet,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,6080,POINT (12.587750766987547 55.68997299282475)
cykelstativ.6081,6758,8340,Wildersgade,,Indre By,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,36,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6081,POINT (12.588434275445934 55.67173660874394)
cykelstativ.6082,6766,8340,Wildersgade,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6082,POINT (12.588417991536307 55.67204118883979)
cykelstativ.6083,6764,8340,Wildersgade,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,5,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6083,POINT (12.58777451558545 55.671616315416586)
cykelstativ.6084,699,8340,Wildersgade,0,Indre By,Model 32,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,6084,POINT (12.590296900978121 55.67324190750869)
cykelstativ.6085,698,8340,Wildersgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret,,,Indmålt med GPS,2001-07-18T00:00:00,2018-08-09T11:04:28.195,,,,,2,6085,POINT (12.591526184569773 55.67401569667448)
cykelstativ.6086,6757,8340,Wildersgade,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,9,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6086,POINT (12.588539529966283 55.671802452029816)
cykelstativ.6087,6756,8340,Wildersgade,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6087,POINT (12.588770943342354 55.67195922691275)
cykelstativ.6088,6765,8340,Wildersgade,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6088,POINT (12.587850055437206 55.67166956800236)
cykelstativ.6089,6733,8342,Wilders Plads,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6089,POINT (12.594220631722544 55.67593861058326)
cykelstativ.6090,6730,8342,Wilders Plads,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,40,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6090,POINT (12.593270198997965 55.67587791661585)
cykelstativ.6091,6728,8342,Wilders Plads,,Indre By,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,35,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6091,POINT (12.594272560587848 55.67525040035201)
cykelstativ.6092,6729,8342,Wilders Plads,,Indre By,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,13,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6092,POINT (12.593822626436488 55.675644150617885)
cykelstativ.6093,6735,8342,Wilders Plads,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,9,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6093,POINT (12.59466824602432 55.67547797236073)
cykelstativ.6094,6734,8342,Wilders Plads,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6094,POINT (12.594097557985998 55.67579956222647)
cykelstativ.6162,4881,8400,Visbygade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6162,POINT (12.583605349174203 55.69287728230307)
cykelstativ.6095,6732,8342,Wilders Plads,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,18,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6095,POINT (12.594229563589373 55.67608817830523)
cykelstativ.6096,6727,8342,Wilders Plads,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6096,POINT (12.594312916479755 55.67514082990214)
cykelstativ.6097,6736,8342,Wilders Plads,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6097,POINT (12.594982856654129 55.6755654935957)
cykelstativ.6098,6731,8342,Wilders Plads,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,14,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T12:48:13.555,2018-08-09T11:04:28.195,,,,,2,6098,POINT (12.594160771726308 55.676045547610606)
cykelstativ.6099,3104,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6099,POINT (12.587087672311092 55.69867326308219)
cykelstativ.6100,3137,8356,Willemoesgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6100,POINT (12.58075933529315 55.69744414253041)
cykelstativ.6101,3138,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6101,POINT (12.580290646911944 55.69724769621841)
cykelstativ.6102,3136,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Dobbeltsidet,Andet,14,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6102,POINT (12.58079191209385 55.697365618700445)
cykelstativ.6103,3135,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Dobbeltsidet,Andet,14,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6103,POINT (12.580938714470241 55.69738991289618)
cykelstativ.6104,3133,8356,Willemoesgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6104,POINT (12.581077472698048 55.697523655203575)
cykelstativ.6105,7751,8356,Willemoesgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 30 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:45:19.906,2018-08-09T11:04:28.195,,Pulje,,,2,6105,POINT (12.583322325953349 55.697921873006)
cykelstativ.6106,3856,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6106,POINT (12.591049742191796 55.69971386975023)
cykelstativ.6107,7113,8356,Willemoesgade,0,Østerbro,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,24,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T18:49:13.27,2018-08-09T11:04:28.195,,,,,2,6107,POINT (12.581419029878978 55.69790641281014)
cykelstativ.6108,3857,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6108,POINT (12.591146445397433 55.69973191238852)
cykelstativ.6109,3858,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6109,POINT (12.590854855016834 55.69984592785582)
cykelstativ.6110,3859,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6110,POINT (12.59110024823904 55.69991742139331)
cykelstativ.6111,3380,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,11,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6111,POINT (12.589249133698457 55.699223550211244)
cykelstativ.6112,7112,8356,Willemoesgade,0,Østerbro,Ikke registreret,På plads,Dobbeltsidet,Ikke registreret,16,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-02-12T18:49:13.271,2018-08-09T11:04:28.195,,,,,2,6112,POINT (12.581551284278103 55.697733840444435)
cykelstativ.6113,3855,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6113,POINT (12.590937244173691 55.699696290684244)
cykelstativ.6114,7256,8356,Willemoesgade,,Østerbro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,6114,POINT (12.587377030884019 55.69887270090923)
cykelstativ.6115,7255,8356,Willemoesgade,,Østerbro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,6115,POINT (12.587185694887173 55.69882758570054)
cykelstativ.6116,7254,8356,Willemoesgade,,Østerbro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,6116,POINT (12.580333362463861 55.69734144064243)
cykelstativ.6117,7253,8356,Willemoesgade,,Østerbro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,6117,POINT (12.582305161626293 55.697784101344915)
cykelstativ.6118,722,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Rundt,Vinkelret,7,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-28T00:00:00,2018-08-09T11:04:28.195,,,,,0,6118,POINT (12.586465878302755 55.69865490361404)
cykelstativ.6119,7111,8356,Willemoesgade,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-12T17:24:02.466,2018-08-09T11:04:28.195,,,,,2,6119,POINT (12.579800997037761 55.69725667134035)
cykelstativ.6120,3116,8356,Willemoesgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6120,POINT (12.58576821183172 55.698419422170794)
cykelstativ.6121,3130,8356,Willemoesgade,0,Østerbro,Andet,På gadeareal,Enkeltsidet,Vinkelret,15,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6121,POINT (12.583238160353048 55.69808023724571)
cykelstativ.6122,3129,8356,Willemoesgade,0,Østerbro,Andet,På gadeareal,Enkeltsidet,Vinkelret,15,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6122,POINT (12.58316490257215 55.69819053412847)
cykelstativ.6123,3123,8356,Willemoesgade,0,Østerbro,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6123,POINT (12.583974666854893 55.69826750882595)
cykelstativ.6124,3122,8356,Willemoesgade,0,Østerbro,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6124,POINT (12.583917477360817 55.698357922121026)
cykelstativ.6125,3117,8356,Willemoesgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6125,POINT (12.585571230243305 55.69838078724588)
cykelstativ.6126,3131,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6126,POINT (12.582029603736284 55.69764529293479)
cykelstativ.6127,3132,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6127,POINT (12.581856261005688 55.697606896466205)
cykelstativ.6128,3115,8356,Willemoesgade,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6128,POINT (12.585893176279063 55.69844492699086)
cykelstativ.6129,3394,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6129,POINT (12.588433180474402 55.69916895687008)
cykelstativ.6130,3393,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6130,POINT (12.588589414366117 55.69920594593277)
cykelstativ.6131,3407,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6131,POINT (12.587493868463461 55.698697570618066)
cykelstativ.6132,3426,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6132,POINT (12.587291143913248 55.698681415619966)
cykelstativ.6133,3119,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6133,POINT (12.584905260118864 55.69815793064684)
cykelstativ.6134,3369,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6134,POINT (12.589770615973485 55.69957636883486)
cykelstativ.6135,3370,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6135,POINT (12.58963518612887 55.699535194266865)
cykelstativ.6136,7594,8356,Willemoesgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:43:35.755,2018-08-09T11:04:28.195,2013,fase 3,,,2,6136,POINT (12.585160226853453 55.698300224829175)
cykelstativ.6137,7595,8356,Willemoesgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:44:36.828,2018-08-09T11:04:28.195,2013,fase 3,,,2,6137,POINT (12.585104146586305 55.69839359247865)
cykelstativ.6138,7596,8356,Willemoesgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:45:53.375,2018-08-09T11:04:28.195,2013,fase 3,,,2,6138,POINT (12.58573768707076 55.69852483302236)
cykelstativ.6139,7597,8356,Willemoesgade,,Østerbro,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:47:05.957,2018-08-09T11:04:28.195,2013,fase 3,,,2,6139,POINT (12.585873971017707 55.69854705676532)
cykelstativ.6140,1084,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-28T00:00:00,2018-08-09T11:04:28.195,,,,,0,6140,POINT (12.587437412681119 55.69878895274609)
cykelstativ.6141,3371,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6141,POINT (12.589518285840404 55.69949082138267)
cykelstativ.6142,3372,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6142,POINT (12.5894316945164 55.69946945869884)
cykelstativ.6143,3373,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6143,POINT (12.58930490912994 55.69942006489198)
cykelstativ.6144,3374,8356,Willemoesgade,0,Østerbro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6144,POINT (12.589883901064166 55.69941552588423)
cykelstativ.6145,3375,8356,Willemoesgade,0,Østerbro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6145,POINT (12.589789559076262 55.6993888321176)
cykelstativ.6146,3376,8356,Willemoesgade,0,Østerbro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6146,POINT (12.589735477851866 55.699367971359266)
cykelstativ.6147,3377,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6147,POINT (12.589616683253125 55.6993313508065)
cykelstativ.6148,3101,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6148,POINT (12.587279704680428 55.69870083230028)
cykelstativ.6149,3103,8356,Willemoesgade,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6149,POINT (12.587140239421284 55.69868582956302)
cykelstativ.6150,3134,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6150,POINT (12.58117492962574 55.69744323706335)
cykelstativ.6151,3378,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6151,POINT (12.589507346584519 55.699299765463806)
cykelstativ.6152,1086,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-28T00:00:00,2018-08-09T11:04:28.195,,,,,0,6152,POINT (12.587259614319308 55.698742922340415)
cykelstativ.6153,3395,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6153,POINT (12.588311404349298 55.69913735391552)
cykelstativ.6154,3381,8356,Willemoesgade,0,Østerbro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,6154,POINT (12.589003300249228 55.69914292529772)
cykelstativ.6155,985,8356,Willemoesgade,0,Østerbro,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-29T00:00:00,2018-08-09T11:04:28.195,,,,,0,6155,POINT (12.582723408215596 55.697891923461285)
cykelstativ.6156,986,8356,Willemoesgade,0,Østerbro,Smedemodel,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-29T00:00:00,2018-08-09T11:04:28.195,,,,,0,6156,POINT (12.582437787580437 55.697824105152506)
cykelstativ.6157,2168,8366,Vindebrogade,0,Indre By,Andet,På plads,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,0,6157,POINT (12.578992644376235 55.676857792312894)
cykelstativ.6158,4163,8380,Vingegavl,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,6158,POINT (12.488999378861225 55.721737072144855)
cykelstativ.6159,655,8384,Vingårdstræde,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,6159,POINT (12.583418799405566 55.67856606997982)
cykelstativ.6160,4880,8400,Visbygade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6160,POINT (12.583389317761306 55.69299293027895)
cykelstativ.6161,4882,8400,Visbygade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6161,POINT (12.583452076794396 55.69295642978802)
cykelstativ.6163,6382,8400,Visbygade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-01-26T16:52:19.003,2018-08-09T11:04:28.195,,,,,2,6163,POINT (12.582270221185766 55.6935799676496)
cykelstativ.6164,4883,8400,Visbygade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,6164,POINT (12.5835468189887 55.6929083266467)
cykelstativ.6165,8677,8412,Vognmagergade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2025-02-26T12:11:40.002,,,,,,2,6165,POINT (12.578146709581818 55.682639531883396)
cykelstativ.6166,8671,8412,Vognmagergade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2025-02-26T12:11:40.002,,,,,,2,6166,POINT (12.57840871016511 55.68245507401637)
cykelstativ.6167,8670,8412,Vognmagergade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2025-02-26T12:11:40.002,,,,,,2,6167,POINT (12.578376440387592 55.68246802553608)
cykelstativ.6168,8669,8412,Vognmagergade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2025-02-26T12:11:40.002,,,,,,2,6168,POINT (12.578316024264662 55.68249227358454)
cykelstativ.6169,8668,8412,Vognmagergade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2025-02-26T12:11:40.002,,,,,,2,6169,POINT (12.578283298296856 55.68250540814708)
